decision_id,task_id,final_decision,primary_agent,supporting_agents,tools_used,confidence_score,risk_score,governance_status,approval_status,decision_reason,evidence,reversible_flag,recommended_next_action,created_at
decision_00452,task_00452,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 07:32:00
decision_00453,task_00453,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:33:00
decision_00454,task_00454,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:34:00
decision_00455,task_00455,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:35:00
decision_00456,task_00456,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:36:00
decision_00457,task_00457,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:37:00
decision_00458,task_00458,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:38:00
decision_00459,task_00459,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:39:00
decision_00460,task_00460,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 07:40:00
decision_00461,task_00461,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:41:00
decision_00462,task_00462,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:42:00
decision_00463,task_00463,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:43:00
decision_00464,task_00464,require_human_approval,rag_agent,governance_agent,retrieve_documents|validate_citations,0.83,69,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:44:00
decision_00465,task_00465,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:45:00
decision_00466,task_00466,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:46:00
decision_00467,task_00467,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:47:00
decision_00468,task_00468,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:48:00
decision_00469,task_00469,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:49:00
decision_00470,task_00470,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 07:50:00
decision_00471,task_00471,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:51:00
decision_00472,task_00472,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 07:52:00
decision_00473,task_00473,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:53:00
decision_00474,task_00474,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:54:00
decision_00475,task_00475,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:55:00
decision_00476,task_00476,require_human_approval,rag_agent,governance_agent,retrieve_documents|validate_citations,0.83,69,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:56:00
decision_00477,task_00477,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.83,75,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:57:00
decision_00478,task_00478,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 07:58:00
decision_00479,task_00479,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 07:59:00
decision_00480,task_00480,require_human_approval,executive_agent,governance_agent,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:00:00
decision_00481,task_00481,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:01:00
decision_00482,task_00482,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:02:00
decision_00483,task_00483,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:03:00
decision_00484,task_00484,require_human_approval,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.83,57,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:04:00
decision_00485,task_00485,require_human_approval,healthcare_ops_agent,governance_agent,validate_claim_documents|check_policy_eligibility,0.83,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:05:00
decision_00486,task_00486,block,data_quality_agent,,,0.83,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:06:00
decision_00487,task_00487,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:07:00
decision_00488,task_00488,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:08:00
decision_00489,task_00489,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.83,75,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:09:00
decision_00490,task_00490,require_human_approval,governance_agent,governance_agent,check_access_policy|detect_prompt_injection,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:10:00
decision_00491,task_00491,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:11:00
decision_00492,task_00492,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:12:00
decision_00493,task_00493,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:13:00
decision_00494,task_00494,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:14:00
decision_00495,task_00495,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:15:00
decision_00496,task_00496,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:16:00
decision_00497,task_00497,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:17:00
decision_00498,task_00498,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:18:00
decision_00499,task_00499,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:19:00
decision_00500,task_00500,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:20:00
decision_00501,task_00501,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:21:00
decision_00502,task_00502,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:22:00
decision_00503,task_00503,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:23:00
decision_00504,task_00504,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:24:00
decision_00505,task_00505,require_human_approval,finance_agent,governance_agent,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:25:00
decision_00506,task_00506,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:26:00
decision_00507,task_00507,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:27:00
decision_00508,task_00508,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:28:00
decision_00509,task_00509,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:29:00
decision_00510,task_00510,block,data_quality_agent,governance_agent,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:30:00
decision_00511,task_00511,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:31:00
decision_00512,task_00512,require_human_approval,rag_agent,governance_agent,retrieve_documents|validate_citations,0.83,69,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:32:00
decision_00513,task_00513,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:33:00
decision_00514,task_00514,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:34:00
decision_00515,task_00515,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:35:00
decision_00516,task_00516,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:36:00
decision_00517,task_00517,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:37:00
decision_00518,task_00518,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:38:00
decision_00519,task_00519,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:39:00
decision_00520,task_00520,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:40:00
decision_00521,task_00521,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:41:00
decision_00522,task_00522,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:42:00
decision_00523,task_00523,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:43:00
decision_00524,task_00524,require_human_approval,rag_agent,governance_agent,retrieve_documents|validate_citations,0.83,69,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:44:00
decision_00525,task_00525,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.83,75,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:45:00
decision_00526,task_00526,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:46:00
decision_00527,task_00527,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:47:00
decision_00528,task_00528,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:48:00
decision_00529,task_00529,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:49:00
decision_00530,task_00530,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:50:00
decision_00531,task_00531,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:51:00
decision_00532,task_00532,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:52:00
decision_00533,task_00533,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.83,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:53:00
decision_00534,task_00534,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:54:00
decision_00535,task_00535,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:55:00
decision_00536,task_00536,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 08:56:00
decision_00537,task_00537,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:57:00
decision_00538,task_00538,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 08:58:00
decision_00539,task_00539,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 08:59:00
decision_00540,task_00540,require_human_approval,executive_agent,governance_agent,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:00:00
decision_00541,task_00541,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:01:00
decision_00542,task_00542,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:02:00
decision_00543,task_00543,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:03:00
decision_00544,task_00544,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 09:04:00
decision_00545,task_00545,require_human_approval,healthcare_ops_agent,governance_agent,validate_claim_documents|check_policy_eligibility,0.83,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:05:00
decision_00546,task_00546,block,data_quality_agent,,,0.83,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:06:00
decision_00547,task_00547,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:07:00
decision_00548,task_00548,require_human_approval,rag_agent,governance_agent,retrieve_documents|validate_citations,0.83,69,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:08:00
decision_00549,task_00549,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:09:00
decision_00550,task_00550,require_human_approval,governance_agent,governance_agent,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:10:00
decision_00551,task_00551,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:11:00
decision_00552,task_00552,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:12:00
decision_00553,task_00553,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:13:00
decision_00554,task_00554,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 09:14:00
decision_00555,task_00555,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:15:00
decision_00556,task_00556,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 09:16:00
decision_00557,task_00557,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 09:17:00
decision_00558,task_00558,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:18:00
decision_00559,task_00559,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 09:19:00
